developer_group_id,developer_group_name,developer_group_address,region_id,region_name,startDate,endDate,total_living_floor_size,appt_num,object_count,total_living_floor_size_pct,typed_volume_pct,rating
5395386001,Нефтестройиндустрия-Юг,"Краснодарский край, 350004, г. Краснодар, ул. Каляева, д. 1/4",1879,Краснодарский край,2017-05-04,2019-04-02,182094.0,3138,13,2.0887405603538016,41.52141201796874,9
10086435001,Новосибирский квартал,"Новосибирская область, 630099, г. Новосибирск, ул. Орджоникидзе, д. 30",1,Итого,2017-06-07,2019-04-02,181595.0,3193,14,0.13330332262101044,42.096974035628726,122
10086435001,Новосибирский квартал,"Новосибирская область, 630099, г. Новосибирск, ул. Орджоникидзе, д. 30",1540,Алтайский край,2017-06-07,2019-04-02,125125.0,2267,10,13.0088257280004,26.88031968031968,1
10086435001,Новосибирский квартал,"Новосибирская область, 630099, г. Новосибирск, ул. Орджоникидзе, д. 30",1545,Новосибирская область,2017-06-07,2019-04-02,56470.0,926,4,1.5426993331725158,75.81370639277492,23
5696321001,Группа компаний ГИК,"Краснодарский край, 350000, г. Краснодар, ул. Евгении Жигуленко, д. 4",1,Итого,2016-10-25,2019-04-02,181405.0,3806,16,0.13316384944554865,26.122763981147155,123
5696321001,Группа компаний ГИК,"Краснодарский край, 350000, г. Краснодар, ул. Евгении Жигуленко, д. 4",1879,Краснодарский край,2016-10-25,2019-04-02,181405.0,3806,16,2.0808372672959097,26.122763981147155,10
2698383001,Группа компаний AXIS,"Республика Адыгея (Адыгея), р-н Тахтамукайский, 385132, г.п. Новая Адыгея, ш. Тургеневское, д. 10, корп. А",1,Итого,2017-06-16,2019-04-02,180539.0,3972,20,0.13252814539318047,76.73134336625326,124
2698383001,Группа компаний AXIS,"Республика Адыгея (Адыгея), р-н Тахтамукайский, 385132, г.п. Новая Адыгея, ш. Тургеневское, д. 10, корп. А",1880,Республика Адыгея (Адыгея),2017-06-16,2019-04-02,138530.0,3090,18,20.105016893264754,100.0,2
2698383001,Группа компаний AXIS,"Республика Адыгея (Адыгея), р-н Тахтамукайский, 385132, г.п. Новая Адыгея, ш. Тургеневское, д. 10, корп. А",1879,Краснодарский край,2017-06-16,2019-04-02,42009.0,882,2,0.4818714630899582,0.0,52
1212512001,Группа компаний Лист,"Оренбургская область, 460000, г. Оренбург, ул. Цвиллинга, д. 14/1",1,Итого,2016-10-25,2019-04-01,180451.0,3668,12,0.1324635472908613,100.0,125
1212512001,Группа компаний Лист,"Оренбургская область, 460000, г. Оренбург, ул. Цвиллинга, д. 14/1",1210,Оренбургская область,2016-10-25,2019-04-01,180451.0,3668,12,25.496108138504766,100.0,1
1684309001,Группа компаний УНИСТО Петросталь,"г.Санкт-Петербург, 195279, г. Санкт-Петербург, пр-кт Индустриальный, д. 44/2",1,Итого,2017-05-26,2019-04-01,180367.0,4114,22,0.13240188546592027,9.4989659971059,126
1684309001,Группа компаний УНИСТО Петросталь,"г.Санкт-Петербург, 195279, г. Санкт-Петербург, пр-кт Индустриальный, д. 44/2",1326,Ленинградская область,2017-05-26,2019-04-01,180367.0,4114,22,3.2849653285329583,9.4989659971059,7
702183001,Северные Строительные Технологии,"Ханты-Мансийский автономный округ - Югра, 628002, г. Ханты-Мансийск, ул. Гагарина, д. 118/1",1,Итого,2016-10-26,2019-04-02,180234.0,3272,23,0.132304254243097,41.45721672936293,127
702183001,Северные Строительные Технологии,"Ханты-Мансийский автономный округ - Югра, 628002, г. Ханты-Мансийск, ул. Гагарина, д. 118/1",1687,Тюменская область,2016-10-26,2019-04-02,180234.0,3272,23,6.204398784277397,41.45721672936293,3
702183001,Северные Строительные Технологии,"Ханты-Мансийский автономный округ - Югра, 628002, г. Ханты-Мансийск, ул. Гагарина, д. 118/1",16871,Ханты-Мансийский автономный округ - Югра,2016-10-26,2019-04-02,180234.0,3272,23,21.05237337669164,41.45721672936293,1
10811872001,Первый Московский,"г.Москва, 108811, город Москва, ул. Бориса Пастернака, д. 3, оф. 2",1,Итого,2019-02-27,2019-03-21,179995.0,2912,8,0.13212881166975288,100.0,128
10811872001,Первый Московский,"г.Москва, 108811, город Москва, ул. Бориса Пастернака, д. 3, оф. 2",1762,г. Москва,2019-02-27,2019-03-21,179995.0,2912,8,0.9640765975849104,100.0,30
5397209001,Управляющая строительная компания Сибиряк,"Красноярский край, 660135, г. Красноярск, ул. Батурина, д. 1",1,Итого,2017-05-10,2019-03-22,178372.0,3125,13,0.130937417123571,38.85531361424439,129
